image_name,invoice_id,customer_id,billing_address,shipping_address,date,due_date,product,amount,subtotal,tax_due,total
invoice_0009_page1.png,#.1009,): CUST-887,"Mia Young Young Tech Services 1313 Main Street Phoenix, AZ 85001 602-555-4521","Mia Young Young Tech Services 1313 Main Street Phoenix, AZ 85001 602-555-4521",2025-05-26,2025-06-25,CRM Customization,550.00,1030.00,64.38,S1094.38
invoice_0009_page1.png,#.1009,): CUST-887,"Mia Young Young Tech Services 1313 Main Street Phoenix, AZ 85001 602-555-4521","Mia Young Young Tech Services 1313 Main Street Phoenix, AZ 85001 602-555-4521",2025-05-26,2025-06-25,Laptop Repair Service,150.00,1030.00,64.38,S1094.38
invoice_0009_page1.png,#.1009,): CUST-887,"Mia Young Young Tech Services 1313 Main Street Phoenix, AZ 85001 602-555-4521","Mia Young Young Tech Services 1313 Main Street Phoenix, AZ 85001 602-555-4521",2025-05-26,2025-06-25,Printer Setup,40.00,1030.00,64.38,S1094.38
invoice_0009_page1.png,#.1009,): CUST-887,"Mia Young Young Tech Services 1313 Main Street Phoenix, AZ 85001 602-555-4521","Mia Young Young Tech Services 1313 Main Street Phoenix, AZ 85001 602-555-4521",2025-05-26,2025-06-25,Data Encryption Service,290.00,1030.00,64.38,S1094.38
invoice_0010_page1.png,1010,): CUST-157,"Charlotte Scott Scott Interiors 1515 Home Blvd Miami, FL 33101 305-555-3344",,2025-08-16,2025-09-15,UXIUI Consulting,320.00,750.00,26.88,S776.88
invoice_0010_page1.png,1010,): CUST-157,"Charlotte Scott Scott Interiors 1515 Home Blvd Miami, FL 33101 305-555-3344",,2025-08-16,2025-09-15,Firewall Setup,250.00,750.00,26.88,S776.88
invoice_0010_page1.png,1010,): CUST-157,"Charlotte Scott Scott Interiors 1515 Home Blvd Miami, FL 33101 305-555-3344",,2025-08-16,2025-09-15,Network Audit,180.00,750.00,26.88,S776.88
invoice_0011_page1.png,#. 1011,): CUST-902,"William Baker Baker Finance 1818 Wealth Blvd Charlotte, NC 28202 704-555-9911 Group","William Baker Baker Finance 1818 Wealth Blvd Charlotte, NC 28202 704-555-9911 Group:",2025-09-14,2025-10-14,Digital Marketing Plan,350.00,729.00,18.12,S747.12
invoice_0011_page1.png,#. 1011,): CUST-902,"William Baker Baker Finance 1818 Wealth Blvd Charlotte, NC 28202 704-555-9911 Group","William Baker Baker Finance 1818 Wealth Blvd Charlotte, NC 28202 704-555-9911 Group:",2025-09-14,2025-10-14,Cloud Email Configuration,110.00,729.00,18.12,S747.12
invoice_0011_page1.png,#. 1011,): CUST-902,"William Baker Baker Finance 1818 Wealth Blvd Charlotte, NC 28202 704-555-9911 Group","William Baker Baker Finance 1818 Wealth Blvd Charlotte, NC 28202 704-555-9911 Group:",2025-09-14,2025-10-14,Network Cable Installation,180.00,729.00,18.12,S747.12
invoice_0011_page1.png,#. 1011,): CUST-902,"William Baker Baker Finance 1818 Wealth Blvd Charlotte, NC 28202 704-555-9911 Group","William Baker Baker Finance 1818 Wealth Blvd Charlotte, NC 28202 704-555-9911 Group:",2025-09-14,2025-10-14,Custom Logo Design,89.00,729.00,18.12,S747.12
invoice_0012_page1.png,t1012,:CUST-638,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-08-02,2025-09-01,Cloud Storage 1OOGB,49.00,2373.99,104.62,S2478.61
invoice_0012_page1.png,t1012,:CUST-638,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-08-02,2025-09-01,IT Support (per hour),60.00,2373.99,104.62,S2478.61
invoice_0012_page1.png,t1012,:CUST-638,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-08-02,2025-09-01,CRM Customization,550.00,2373.99,104.62,S2478.61
invoice_0012_page1.png,t1012,:CUST-638,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-08-02,2025-09-01,Project Management,700.00,2373.99,104.62,S2478.61
invoice_0012_page1.png,t1012,:CUST-638,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-08-02,2025-09-01,E-commerce Website Setup,999.00,2373.99,104.62,S2478.61
invoice_0012_page1.png,t1012,:CUST-638,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-08-02,2025-09-01,Domain Registration,15.99,2373.99,104.62,S2478.61
invoice_0013_page1.png,#. 1013,): CUST-681,"David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028","David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028 310-555-8899",2025-09-10,2025-10-10,Software Maintenance Plan,399.00,2498.00,124.94,S2622.94
invoice_0013_page1.png,#. 1013,): CUST-681,"David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028","David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028 310-555-8899",2025-09-10,2025-10-10,Content Management Training,200.00,2498.00,124.94,S2622.94
invoice_0013_page1.png,#. 1013,): CUST-681,"David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028","David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028 310-555-8899",2025-09-10,2025-10-10,Mobile Responsiveness Fix,240.00,2498.00,124.94,S2622.94
invoice_0013_page1.png,#. 1013,): CUST-681,"David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028","David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028 310-555-8899",2025-09-10,2025-10-10,SEO Optimization,299.00,2498.00,124.94,S2622.94
invoice_0013_page1.png,#. 1013,): CUST-681,"David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028","David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028 310-555-8899",2025-09-10,2025-10-10,Client Portal Setup,480.00,2498.00,124.94,S2622.94
invoice_0013_page1.png,#. 1013,): CUST-681,"David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028","David Green Green Innovations 606 Sunset Blvd Los Angeles, CA 90028 310-555-8899",2025-09-10,2025-10-10,Cloud Resource Optimization,880.00,2498.00,124.94,S2622.94
invoice_0014_page1.png,1014,CUST-653,"Charlotte Scott Scott Interiors 1515 Home Blvd Miami, FL 33101 305-555-3344",,2025-05-10,2025-06-09,Wireless Network Installation,350.00,1245.00,77.8,S1322.81
invoice_0014_page1.png,1014,CUST-653,"Charlotte Scott Scott Interiors 1515 Home Blvd Miami, FL 33101 305-555-3344",,2025-05-10,2025-06-09,Database Optimization,300.00,1245.00,77.8,S1322.81
invoice_0014_page1.png,1014,CUST-653,"Charlotte Scott Scott Interiors 1515 Home Blvd Miami, FL 33101 305-555-3344",,2025-05-10,2025-06-09,Router Configuration,45.00,1245.00,77.8,S1322.81
invoice_0014_page1.png,1014,CUST-653,"Charlotte Scott Scott Interiors 1515 Home Blvd Miami, FL 33101 305-555-3344",,2025-05-10,2025-06-09,CRM Customization,550.00,1245.00,77.8,S1322.81
invoice_0015_page1.png,#. 1015,): CUST-158,"Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108","Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890",2025-08-11,2025-09-10,Wireless Network Installation,350.00,459.00,28.69,S487.69
invoice_0015_page1.png,#. 1015,): CUST-158,"Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108","Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890",2025-08-11,2025-09-10,IT Support (per hour),60.00,459.00,28.69,S487.69
invoice_0015_page1.png,#. 1015,): CUST-158,"Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108","Ava Walker Walker Strategies 1111 Union Square Boston, MA 02108 617-555-7890",2025-08-11,2025-09-10,Cloud Storage 1OOGB,49.00,459.00,28.69,S487.69
invoice_0016_page1.png,+:1016,): CUST-879,"James Hall Hall & Associates 1212 Broadway Nashville, TN 37203 615-555-6789",,2025-09-02,2025-10-02,Software Maintenance Plan,399.00,1449.00,76.19,S1525.19
invoice_0016_page1.png,+:1016,): CUST-879,"James Hall Hall & Associates 1212 Broadway Nashville, TN 37203 615-555-6789",,2025-09-02,2025-10-02,Backup Monitoring Service,130.00,1449.00,76.19,S1525.19
invoice_0016_page1.png,+:1016,): CUST-879,"James Hall Hall & Associates 1212 Broadway Nashville, TN 37203 615-555-6789",,2025-09-02,2025-10-02,API Integration,450.00,1449.00,76.19,S1525.19
invoice_0016_page1.png,+:1016,): CUST-879,"James Hall Hall & Associates 1212 Broadway Nashville, TN 37203 615-555-6789",,2025-09-02,2025-10-02,Analytics Setup,135.00,1449.00,76.19,S1525.19
invoice_0016_page1.png,+:1016,): CUST-879,"James Hall Hall & Associates 1212 Broadway Nashville, TN 37203 615-555-6789",,2025-09-02,2025-10-02,Mobile Responsiveness Fix,240.00,1449.00,76.19,S1525.19
invoice_0017_page1.png,#.1017,J: CUST-535,"Logan Adams Adams Real Estate 1616 Skyline Ave Dallas, TX 75201 214-555-6677",,2025-05-26,2025-06-25,Custom Logo Design,89.00,1519.00,67.50,S1586.50
invoice_0017_page1.png,#.1017,J: CUST-535,"Logan Adams Adams Real Estate 1616 Skyline Ave Dallas, TX 75201 214-555-6677",,2025-05-26,2025-06-25,Digital Marketing Plan,350.00,1519.00,67.50,S1586.50
invoice_0017_page1.png,#.1017,J: CUST-535,"Logan Adams Adams Real Estate 1616 Skyline Ave Dallas, TX 75201 214-555-6677",,2025-05-26,2025-06-25,IT Infrastructure Assessment,600.00,1519.00,67.50,S1586.50
invoice_0017_page1.png,#.1017,J: CUST-535,"Logan Adams Adams Real Estate 1616 Skyline Ave Dallas, TX 75201 214-555-6677",,2025-05-26,2025-06-25,Client Portal Setup,480.00,1519.00,67.50,S1586.50
invoice_0018_page1.png,*1018,): CUST-933,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-04-25,2025-05-25,Mobile Responsiveness Fix,240.00,554.00,22.12,S576.12
invoice_0018_page1.png,*1018,): CUST-933,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-04-25,2025-05-25,Mobile Responsiveness Fix,240.00,554.00,22.12,S576.12
invoice_0018_page1.png,*1018,): CUST-933,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-04-25,2025-05-25,WordPress Installation,79.00,554.00,22.12,S576.12
invoice_0018_page1.png,*1018,): CUST-933,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-04-25,2025-05-25,Antivirus Installation,35.00,554.00,22.12,S576.12
invoice_0018_page1.png,*1018,): CUST-933,"Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543","Emily Johnson Johnson Tech 303 Innovation Blvd Austin, TX 73301 512-555-6543",2025-04-25,2025-05-25,Content Management Training,200.00,554.00,22.12,S576.12
invoice_0019_page1.png,#.1019,): CUST-812,"Grace Nelson Nelson Solutions 1717 Startup Ln Raleigh, NC 27601 919-555-1133","Grace Nelson Nelson Solutions 1717 Startup Ln Raleigh, NC 27601 919-555-1133",2025-08-11,2025-09-10,Online Security Assessment,400.00,935.00,58.44,S993.44
invoice_0019_page1.png,#.1019,): CUST-812,"Grace Nelson Nelson Solutions 1717 Startup Ln Raleigh, NC 27601 919-555-1133","Grace Nelson Nelson Solutions 1717 Startup Ln Raleigh, NC 27601 919-555-1133",2025-08-11,2025-09-10,Data Recovery Service,220.00,935.00,58.44,S993.44
invoice_0019_page1.png,#.1019,): CUST-812,"Grace Nelson Nelson Solutions 1717 Startup Ln Raleigh, NC 27601 919-555-1133","Grace Nelson Nelson Solutions 1717 Startup Ln Raleigh, NC 27601 919-555-1133",2025-08-11,2025-09-10,Monthly Website Maintenance,90.00,935.00,58.44,S993.44
invoice_0019_page1.png,#.1019,): CUST-812,"Grace Nelson Nelson Solutions 1717 Startup Ln Raleigh, NC 27601 919-555-1133","Grace Nelson Nelson Solutions 1717 Startup Ln Raleigh, NC 27601 919-555-1133",2025-08-11,2025-09-10,Payment Gateway Setup,225.00,935.00,58.44,S993.44
invoice_0020_page1.png,*:1020,): CUST-237,"Benjamin Allen Allen Media 1414 Film Row Los Angeles, CA 90014 310-555-7788",Network Audit Website Audit,2025-09-03,2025-10-03,Server Backup Configuration,275.00,1808.00,107.06,S1915.06
invoice_0020_page1.png,*:1020,): CUST-237,"Benjamin Allen Allen Media 1414 Film Row Los Angeles, CA 90014 310-555-7788",Network Audit Website Audit,2025-09-03,2025-10-03,WordPress Installation,79.00,1808.00,107.06,S1915.06
invoice_0020_page1.png,*:1020,): CUST-237,"Benjamin Allen Allen Media 1414 Film Row Los Angeles, CA 90014 310-555-7788",Network Audit Website Audit,2025-09-03,2025-10-03,E-commerce Website Setup,999.00,1808.00,107.06,S1915.06
invoice_0020_page1.png,*:1020,): CUST-237,"Benjamin Allen Allen Media 1414 Film Row Los Angeles, CA 90014 310-555-7788",Network Audit Website Audit,2025-09-03,2025-10-03,Network Cable Installation,180.00,1808.00,107.06,S1915.06
invoice_0021_page1.png,#:1021,ID: CUST-440,"John Doe Doe Enterprises 101 First Street New York, NY 10001","John Doe Doe Enterprises 101 First Street New York, NY 10001 212-555-1234",2025-04-18,2025-05-18,Software Maintenance Plan,399.00,1859.00,103.69,S1962.69
invoice_0021_page1.png,#:1021,ID: CUST-440,"John Doe Doe Enterprises 101 First Street New York, NY 10001","John Doe Doe Enterprises 101 First Street New York, NY 10001 212-555-1234",2025-04-18,2025-05-18,IT Support (per hour),60.00,1859.00,103.69,S1962.69
invoice_0021_page1.png,#:1021,ID: CUST-440,"John Doe Doe Enterprises 101 First Street New York, NY 10001","John Doe Doe Enterprises 101 First Street New York, NY 10001 212-555-1234",2025-04-18,2025-05-18,Content Management Training,200.00,1859.00,103.69,S1962.69
invoice_0021_page1.png,#:1021,ID: CUST-440,"John Doe Doe Enterprises 101 First Street New York, NY 10001","John Doe Doe Enterprises 101 First Street New York, NY 10001 212-555-1234",2025-04-18,2025-05-18,Cloud Migration Service,1200.00,1859.00,103.69,S1962.69
invoice_0022_page1.png,#: 1022,D: CUST-253,"Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105","Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105 415-555-9876",2025-09-16,2025-10-16,On-site Technician Visit,90.00,2014.00,125.88,S2139.88
invoice_0022_page1.png,#: 1022,D: CUST-253,"Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105","Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105 415-555-9876",2025-09-16,2025-10-16,E-commerce Website Setup,999.00,2014.00,125.88,S2139.88
invoice_0022_page1.png,#: 1022,D: CUST-253,"Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105","Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105 415-555-9876",2025-09-16,2025-10-16,Cloud Resource Optimization,880.00,2014.00,125.88,S2139.88
invoice_0022_page1.png,#: 1022,D: CUST-253,"Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105","Jane Smith Smith Consulting 202 Market Ave San Francisco, CA 94105 415-555-9876",2025-09-16,2025-10-16,Router Configuration,45.00,2014.00,125.88,S2139.88
invoice_0023_page1.png,*: 1023,J: CUST-348,"Ethan Moore Moore Ventures 808 North Loop Houston, TX 77002 713-555-2301",Ethan Moore Moore Ventures 808 North Houston; TX 77002 713-555-2301 Loop,2025-08-26,2025-09-25,SEO Optimization,299.00,1629.00,83.12,S1712.12
invoice_0023_page1.png,*: 1023,J: CUST-348,"Ethan Moore Moore Ventures 808 North Loop Houston, TX 77002 713-555-2301",Ethan Moore Moore Ventures 808 North Houston; TX 77002 713-555-2301 Loop,2025-08-26,2025-09-25,Router Configuration,45.00,1629.00,83.12,S1712.12
invoice_0023_page1.png,*: 1023,J: CUST-348,"Ethan Moore Moore Ventures 808 North Loop Houston, TX 77002 713-555-2301",Ethan Moore Moore Ventures 808 North Houston; TX 77002 713-555-2301 Loop,2025-08-26,2025-09-25,Antivirus Installation,35.00,1629.00,83.12,S1712.12
invoice_0023_page1.png,*: 1023,J: CUST-348,"Ethan Moore Moore Ventures 808 North Loop Houston, TX 77002 713-555-2301",Ethan Moore Moore Ventures 808 North Houston; TX 77002 713-555-2301 Loop,2025-08-26,2025-09-25,Inventory Management System,1250.00,1629.00,83.12,S1712.12
invoice_0024_page1.png,1024,): CUST-300,"Olivia Harris Harris Group 707 Tech Park Denver, CO 80202 303-555-9087",,2025-05-22,2025-06-21,UXIUI Consulting,320.00,905.00,30.62,S935.62
invoice_0024_page1.png,1024,): CUST-300,"Olivia Harris Harris Group 707 Tech Park Denver, CO 80202 303-555-9087",,2025-05-22,2025-06-21,Remote Desktop Setup,120.00,905.00,30.62,S935.62
invoice_0024_page1.png,1024,): CUST-300,"Olivia Harris Harris Group 707 Tech Park Denver, CO 80202 303-555-9087",,2025-05-22,2025-06-21,Website Audit,95.00,905.00,30.62,S935.62
invoice_0024_page1.png,1024,): CUST-300,"Olivia Harris Harris Group 707 Tech Park Denver, CO 80202 303-555-9087",,2025-05-22,2025-06-21,Office 365 Setup,180.00,905.00,30.62,S935.62
invoice_0024_page1.png,1024,): CUST-300,"Olivia Harris Harris Group 707 Tech Park Denver, CO 80202 303-555-9087",,2025-05-22,2025-06-21,IT Support (per hour),60.00,905.00,30.62,S935.62
